split,target,uq_method,model,prefix,n,n_success,auroc,auprc,prr_at_0_5,brier,nll,ece
test,combined,mean_token_logprob,bayes_state_plus_continuous,,50,20,0.7633333333333333,0.6556495967331661,0.596602235110121,0.198782183424138,0.5730353931817325,0.16108715469321366
test,combined,mean_token_logprob,bayes_state_plus_tempered,,50,20,0.8083333333333333,0.7055258861508862,0.6644368294059102,0.1687352750517014,0.5072753708580493,0.14441244600810008
test,combined,mean_token_logprob,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,combined,mean_token_logprob,stepwise_bayes_state_plus_binary,,50,20,0.5816666666666667,0.425841984411005,0.4820839379997586,0.3439158250269593,1.114778120295484,0.3534174111632718
test,combined,mean_token_logprob,stepwise_bayes_state_plus_sep,,50,20,0.5566666666666666,0.40998068444607344,0.46449094528987406,0.35861057127687473,1.1727169704483518,0.3446045267743487
test,combined,mean_token_logprob,stepwise_bayes_state_plus_lr_pos,,50,20,0.56,0.41166310922420657,0.46634134877573846,0.34997028774629674,1.1322525864151691,0.36329948231884135
test,combined,mean_token_logprob,stepwise_bayes_state_plus_lr_neg,,50,20,0.5166666666666667,0.38844558717521227,0.44214464591997926,0.3751657514182346,1.1859582362570509,0.405944848378033
test,combined,mean_token_logprob,stepwise_bayes_state_plus_double,,50,20,0.5266666666666666,0.3887974610200997,0.4684564258601371,0.38738670132644953,1.2585878179569592,0.4022188155966658
test,combined,mean_token_logprob,stepwise_bayes_state_plus_continuous,,50,20,0.5083333333333333,0.386130016018603,0.3531764011806827,0.3686378103623209,1.1718380506579478,0.39592661442750987
test,combined,mean_token_logprob,stepwise_bayes_state_plus_tempered,,50,20,0.5916666666666667,0.4304462316430621,0.5638501527381385,0.3472755296913149,1.122476369784193,0.35197651631290766
test,combined,sequence_probability,feature_last,,50,20,0.7133333333333334,0.5410907057447905,0.6226931219099411,0.21877288587592703,0.6332844337726188,0.15381360839348798
test,combined,sequence_probability,feature_mean,,50,20,0.7983333333333333,0.7810452463881946,0.5866301152180863,0.22345080283183996,0.6341902807278903,0.12016592724896173
test,combined,sequence_probability,feature_min,,50,20,0.42833333333333334,0.4575243762102129,-0.4142873858303761,0.2432354092643738,0.6806901422233593,0.07834831921165099
test,combined,sequence_probability,feature_max,,50,20,0.8433333333333334,0.7884986280059809,0.8227899456547937,0.19090293088078383,0.5543142659221316,0.13462774171199676
test,combined,sequence_probability,feature_median,,50,20,0.8083333333333333,0.7472145318073691,0.654713769179875,0.22986396499588443,0.6502665196935964,0.11576844912041365
test,combined,sequence_probability,feature_ewma,,50,20,0.7466666666666667,0.6185811743625428,0.573681124750088,0.21213149137286963,0.6009864700600239,0.11874914819425353
test,combined,sequence_probability,feature_fraction_uncertain,,50,20,0.6391666666666667,0.6751609278423467,0.07312736465538311,0.22576520127050528,0.6440360253879328,0.12389645444487844
test,combined,sequence_probability,feature_last_k_mean,,50,20,0.7566666666666667,0.6321448436149907,0.5683889229194345,0.2124034288140207,0.6010963056032842,0.14952580802359738
test,combined,sequence_probability,feature_cvar,,50,20,0.345,0.3633274792066487,-0.41487066408992807,0.24401685730853853,0.6817649035753357,0.06073405356388145
test,combined,sequence_probability,binary_bayes,,50,20,0.7033333333333334,0.5542777405792966,0.6531653764972858,0.22092320867597506,0.6269938130991423,0.16966262658829054
test,combined,sequence_probability,binary_bayes_sep,,50,20,0.7866666666666666,0.6277680182650265,0.8237681067384743,0.19362075516209035,0.5581932226047063,0.16609697815951846
test,combined,sequence_probability,binary_bayes_lr_pos,,50,20,0.485,0.37127611454742937,0.20835153948787105,0.26332538707861974,0.7225174678635817,0.16229707568564192
test,combined,sequence_probability,binary_bayes_lr_neg,,50,20,0.32,0.30912290596493464,-0.2517104914335352,0.2744522647669993,0.7476809789031654,0.24666080298975762
test,combined,sequence_probability,binary_bayes_double,,50,20,0.355,0.3200043375564969,-0.16525135365151078,0.29974592830007024,0.805828352775474,0.3045819450426453
test,combined,sequence_probability,continuous_bayes,,50,20,0.45666666666666667,0.35790621983021753,0.1393225559616692,0.4137023553933238,1.8138787360506796,0.421691196236921
test,combined,sequence_probability,tempered_continuous_bayes,,50,20,0.45666666666666667,0.35790621983021753,0.1393225559616692,0.27454848221952144,0.7285280314698626,0.2915504531375097
test,combined,sequence_probability,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,combined,sequence_probability,bayes_state_plus_binary,,50,20,0.9166666666666666,0.916194293000601,0.807168521301259,0.1266101746055372,0.4148752008488061,0.1268075562260379
test,combined,sequence_probability,bayes_state_plus_sep,,50,20,0.9633333333333334,0.9461753320209203,1.0,0.10536542170086513,0.3555304140299752,0.15297947676470633
test,combined,sequence_probability,bayes_state_plus_lr_pos,,50,20,0.8025,0.6781928210678211,0.6413615838493091,0.17409817746295964,0.5252359277325909,0.11401033748964459
test,combined,sequence_probability,bayes_state_plus_lr_neg,,50,20,0.765,0.6479823114111382,0.53578048245658,0.1848357559417184,0.5525978460302609,0.2118902734985994
test,combined,sequence_probability,bayes_state_plus_double,,50,20,0.7466666666666667,0.6405103894749777,0.4833570196772719,0.2002765294226805,0.5929354308289391,0.15304421278284325
test,combined,sequence_probability,bayes_state_plus_continuous,,50,20,0.56,0.40911149570522554,0.4213005465992985,0.3501317739500389,1.5455177899383128,0.3603813245273774
test,combined,sequence_probability,bayes_state_plus_tempered,,50,20,0.7666666666666667,0.6150369488740899,0.7796252197268342,0.1873014047162748,0.5402627553308191,0.12287276029017599
test,combined,sequence_probability,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,combined,sequence_probability,stepwise_bayes_state_plus_binary,,50,20,0.6266666666666667,0.4558258176644515,0.6568697779996943,0.32709362664185193,1.06906884055796,0.34823910471811415
test,combined,sequence_probability,stepwise_bayes_state_plus_sep,,50,20,0.6233333333333333,0.4520904100729255,0.6728852922578133,0.3024768452217059,0.9737647414790309,0.3472432088976097
test,combined,sequence_probability,stepwise_bayes_state_plus_lr_pos,,50,20,0.5616666666666666,0.41061906214333377,0.43914584791211214,0.34244863257538005,1.11456408169155,0.34076105140169644
test,combined,sequence_probability,stepwise_bayes_state_plus_lr_neg,,50,20,0.5566666666666666,0.40886173718952357,0.4188297988445798,0.3474138639891216,1.1379892512049192,0.38336714210196454
test,combined,sequence_probability,stepwise_bayes_state_plus_double,,50,20,0.52,0.3884508452366845,0.4149000938902847,0.3495823897366438,1.1442831027931633,0.3515662428031789
test,combined,sequence_probability,stepwise_bayes_state_plus_continuous,,50,20,0.4633333333333333,0.3983207109586086,0.2033222657437763,0.4110804639346038,2.160469333891658,0.43833251037859566
test,combined,sequence_probability,stepwise_bayes_state_plus_tempered,,50,20,0.5133333333333333,0.41936654278980523,0.4210752574622581,0.3485768623455754,1.10754071366985,0.39471350333641214
